Expert_ID,Token_Count,Percentage,Rank
23,8,12.50,1
9,6,9.38,2
12,6,9.38,3
54,6,9.38,4
5,5,7.81,5
41,5,7.81,6
17,4,6.25,7
27,4,6.25,8
48,4,6.25,9
58,4,6.25,10
1,3,4.69,11
7,3,4.69,12
13,3,4.69,13
16,3,4.69,14
18,3,4.69,15
20,3,4.69,16
24,3,4.69,17
32,3,4.69,18
47,3,4.69,19
52,3,4.69,20
62,3,4.69,21
14,2,3.12,22
21,2,3.12,23
22,2,3.12,24
30,2,3.12,25
33,2,3.12,26
38,2,3.12,27
49,2,3.12,28
50,2,3.12,29
55,2,3.12,30
57,2,3.12,31
0,1,1.56,32
2,1,1.56,33
3,1,1.56,34
4,1,1.56,35
11,1,1.56,36
15,1,1.56,37
19,1,1.56,38
25,1,1.56,39
26,1,1.56,40
28,1,1.56,41
29,1,1.56,42
31,1,1.56,43
36,1,1.56,44
39,1,1.56,45
40,1,1.56,46
42,1,1.56,47
44,1,1.56,48
45,1,1.56,49
46,1,1.56,50
56,1,1.56,51
59,1,1.56,52
60,1,1.56,53
61,1,1.56,54
6,0,0.00,55
8,0,0.00,56
10,0,0.00,57
34,0,0.00,58
35,0,0.00,59
37,0,0.00,60
43,0,0.00,61
51,0,0.00,62
53,0,0.00,63
63,0,0.00,64
