Expert_ID,Token_Count,Percentage,Rank
38,358,17.48,1
28,315,15.38,2
21,303,14.79,3
1,299,14.60,4
34,297,14.50,5
33,274,13.38,6
63,263,12.84,7
3,262,12.79,8
4,254,12.40,9
37,243,11.87,10
47,234,11.43,11
35,225,10.99,12
48,223,10.89,13
5,222,10.84,14
15,221,10.79,15
17,217,10.60,16
16,216,10.55,17
31,214,10.45,18
9,212,10.35,19
29,211,10.30,20
45,210,10.25,21
53,209,10.21,22
59,207,10.11,23
8,202,9.86,24
55,202,9.86,25
42,200,9.77,26
50,200,9.77,27
20,197,9.62,28
14,195,9.52,29
25,195,9.52,30
49,192,9.38,31
51,191,9.33,32
56,187,9.13,33
7,186,9.08,34
30,186,9.08,35
46,184,8.98,36
60,184,8.98,37
36,182,8.89,38
41,180,8.79,39
6,169,8.25,40
19,169,8.25,41
0,166,8.11,42
12,166,8.11,43
18,166,8.11,44
22,166,8.11,45
58,163,7.96,46
61,161,7.86,47
11,157,7.67,48
10,156,7.62,49
2,150,7.32,50
43,147,7.18,51
13,144,7.03,52
40,136,6.64,53
57,131,6.40,54
62,129,6.30,55
27,126,6.15,56
52,124,6.05,57
24,123,6.01,58
54,123,6.01,59
44,119,5.81,60
23,115,5.62,61
32,115,5.62,62
26,114,5.57,63
39,101,4.93,64
