Expert_ID,Token_Count,Percentage,Rank
28,170,8.30,1
38,154,7.52,2
1,151,7.37,3
34,145,7.08,4
21,124,6.05,5
17,120,5.86,6
18,106,5.18,7
31,93,4.54,8
20,90,4.39,9
4,86,4.20,10
29,84,4.10,11
45,84,4.10,12
55,84,4.10,13
6,82,4.00,14
16,82,4.00,15
30,82,4.00,16
47,81,3.96,17
63,75,3.66,18
8,72,3.52,19
33,69,3.37,20
42,69,3.37,21
9,68,3.32,22
5,67,3.27,23
3,66,3.22,24
12,66,3.22,25
56,64,3.12,26
7,62,3.03,27
50,62,3.03,28
36,61,2.98,29
60,61,2.98,30
2,60,2.93,31
48,59,2.88,32
35,58,2.83,33
14,57,2.78,34
10,53,2.59,35
27,51,2.49,36
23,50,2.44,37
43,50,2.44,38
58,50,2.44,39
11,49,2.39,40
13,49,2.39,41
37,44,2.15,42
62,44,2.15,43
0,43,2.10,44
41,43,2.10,45
52,43,2.10,46
61,43,2.10,47
15,42,2.05,48
53,42,2.05,49
51,41,2.00,50
26,40,1.95,51
40,40,1.95,52
59,38,1.86,53
49,37,1.81,54
25,36,1.76,55
44,34,1.66,56
46,33,1.61,57
22,31,1.51,58
32,31,1.51,59
39,29,1.42,60
19,28,1.37,61
57,27,1.32,62
54,24,1.17,63
24,17,0.83,64
