Expert_ID,Token_Count,Percentage,Rank
32,5,7.81,1
46,4,6.25,2
50,4,6.25,3
54,4,6.25,4
0,3,4.69,5
3,3,4.69,6
11,3,4.69,7
7,2,3.12,8
21,2,3.12,9
34,2,3.12,10
37,2,3.12,11
40,2,3.12,12
41,2,3.12,13
43,2,3.12,14
45,2,3.12,15
52,2,3.12,16
58,2,3.12,17
62,2,3.12,18
1,1,1.56,19
2,1,1.56,20
4,1,1.56,21
5,1,1.56,22
8,1,1.56,23
14,1,1.56,24
15,1,1.56,25
17,1,1.56,26
24,1,1.56,27
29,1,1.56,28
33,1,1.56,29
39,1,1.56,30
44,1,1.56,31
51,1,1.56,32
56,1,1.56,33
60,1,1.56,34
6,0,0.00,35
9,0,0.00,36
10,0,0.00,37
12,0,0.00,38
13,0,0.00,39
16,0,0.00,40
18,0,0.00,41
19,0,0.00,42
20,0,0.00,43
22,0,0.00,44
23,0,0.00,45
25,0,0.00,46
26,0,0.00,47
27,0,0.00,48
28,0,0.00,49
30,0,0.00,50
31,0,0.00,51
35,0,0.00,52
36,0,0.00,53
38,0,0.00,54
42,0,0.00,55
47,0,0.00,56
48,0,0.00,57
49,0,0.00,58
53,0,0.00,59
55,0,0.00,60
57,0,0.00,61
59,0,0.00,62
61,0,0.00,63
63,0,0.00,64
