Expert_ID,Token_Count,Percentage,Rank
15,112,5.47,1
23,112,5.47,2
14,106,5.18,3
0,105,5.13,4
50,100,4.88,5
2,89,4.35,6
18,88,4.30,7
7,86,4.20,8
6,84,4.10,9
9,83,4.05,10
19,82,4.00,11
41,82,4.00,12
53,82,4.00,13
51,81,3.96,14
3,80,3.91,15
37,79,3.86,16
60,79,3.86,17
62,79,3.86,18
32,76,3.71,19
43,76,3.71,20
33,74,3.61,21
21,73,3.56,22
26,73,3.56,23
30,73,3.56,24
38,73,3.56,25
28,71,3.47,26
44,71,3.47,27
59,70,3.42,28
17,69,3.37,29
58,67,3.27,30
25,65,3.17,31
56,65,3.17,32
11,62,3.03,33
39,62,3.03,34
63,62,3.03,35
27,61,2.98,36
40,61,2.98,37
57,61,2.98,38
24,59,2.88,39
46,59,2.88,40
1,58,2.83,41
42,56,2.73,42
12,55,2.69,43
49,54,2.64,44
61,54,2.64,45
10,53,2.59,46
54,53,2.59,47
4,51,2.49,48
45,51,2.49,49
52,51,2.49,50
48,46,2.25,51
35,43,2.10,52
55,41,2.00,53
34,40,1.95,54
31,39,1.90,55
5,38,1.86,56
16,38,1.86,57
13,32,1.56,58
47,28,1.37,59
8,27,1.32,60
22,25,1.22,61
29,25,1.22,62
20,23,1.12,63
36,23,1.12,64
