Expert_ID,Token_Count,Percentage,Rank
60,170,8.30,1
57,120,5.86,2
4,108,5.27,3
9,103,5.03,4
55,103,5.03,5
21,100,4.88,6
41,88,4.30,7
58,88,4.30,8
51,84,4.10,9
17,83,4.05,10
46,83,4.05,11
38,82,4.00,12
5,81,3.96,13
16,80,3.91,14
61,78,3.81,15
19,77,3.76,16
32,77,3.76,17
37,75,3.66,18
11,73,3.56,19
26,72,3.52,20
54,72,3.52,21
2,71,3.47,22
22,71,3.47,23
39,71,3.47,24
23,68,3.32,25
7,67,3.27,26
15,65,3.17,27
31,65,3.17,28
42,64,3.12,29
50,64,3.12,30
63,64,3.12,31
40,61,2.98,32
53,60,2.93,33
33,59,2.88,34
43,59,2.88,35
56,59,2.88,36
47,57,2.78,37
25,56,2.73,38
18,55,2.69,39
1,54,2.64,40
35,53,2.59,41
8,50,2.44,42
12,50,2.44,43
59,50,2.44,44
6,49,2.39,45
14,49,2.39,46
27,49,2.39,47
45,48,2.34,48
36,47,2.29,49
24,46,2.25,50
29,46,2.25,51
34,45,2.20,52
30,42,2.05,53
44,42,2.05,54
10,39,1.90,55
13,38,1.86,56
52,36,1.76,57
62,36,1.76,58
3,35,1.71,59
20,35,1.71,60
48,35,1.71,61
0,34,1.66,62
28,34,1.66,63
49,21,1.03,64
