Expert_ID,Token_Count,Percentage,Rank
14,7,10.94,1
20,6,9.38,2
21,5,7.81,3
60,5,7.81,4
2,4,6.25,5
9,4,6.25,6
11,4,6.25,7
18,4,6.25,8
31,4,6.25,9
1,3,4.69,10
3,3,4.69,11
7,3,4.69,12
16,3,4.69,13
29,3,4.69,14
30,3,4.69,15
32,3,4.69,16
34,3,4.69,17
41,3,4.69,18
45,3,4.69,19
50,3,4.69,20
0,2,3.12,21
5,2,3.12,22
6,2,3.12,23
8,2,3.12,24
17,2,3.12,25
22,2,3.12,26
26,2,3.12,27
28,2,3.12,28
33,2,3.12,29
35,2,3.12,30
38,2,3.12,31
43,2,3.12,32
44,2,3.12,33
47,2,3.12,34
49,2,3.12,35
52,2,3.12,36
54,2,3.12,37
56,2,3.12,38
61,2,3.12,39
63,2,3.12,40
4,1,1.56,41
15,1,1.56,42
23,1,1.56,43
36,1,1.56,44
37,1,1.56,45
40,1,1.56,46
46,1,1.56,47
48,1,1.56,48
53,1,1.56,49
55,1,1.56,50
57,1,1.56,51
62,1,1.56,52
10,0,0.00,53
12,0,0.00,54
13,0,0.00,55
19,0,0.00,56
24,0,0.00,57
25,0,0.00,58
27,0,0.00,59
39,0,0.00,60
42,0,0.00,61
51,0,0.00,62
58,0,0.00,63
59,0,0.00,64
