Expert_ID,Token_Count,Percentage,Rank
4,13,20.31,1
52,13,20.31,2
3,11,17.19,3
18,11,17.19,4
37,10,15.62,5
46,10,15.62,6
28,9,14.06,7
34,9,14.06,8
36,9,14.06,9
39,9,14.06,10
47,9,14.06,11
12,8,12.50,12
22,8,12.50,13
58,8,12.50,14
2,7,10.94,15
5,7,10.94,16
7,7,10.94,17
15,7,10.94,18
16,7,10.94,19
17,7,10.94,20
43,7,10.94,21
49,7,10.94,22
59,7,10.94,23
63,7,10.94,24
6,6,9.38,25
8,6,9.38,26
13,6,9.38,27
21,6,9.38,28
24,6,9.38,29
26,6,9.38,30
30,6,9.38,31
31,6,9.38,32
51,6,9.38,33
53,6,9.38,34
57,6,9.38,35
9,5,7.81,36
19,5,7.81,37
20,5,7.81,38
42,5,7.81,39
45,5,7.81,40
48,5,7.81,41
61,5,7.81,42
62,5,7.81,43
10,4,6.25,44
11,4,6.25,45
14,4,6.25,46
25,4,6.25,47
29,4,6.25,48
35,4,6.25,49
38,4,6.25,50
41,4,6.25,51
44,4,6.25,52
50,4,6.25,53
55,4,6.25,54
56,4,6.25,55
1,3,4.69,56
32,3,4.69,57
33,3,4.69,58
40,3,4.69,59
54,3,4.69,60
60,3,4.69,61
23,2,3.12,62
27,2,3.12,63
0,1,1.56,64
