Expert_ID,Token_Count,Percentage,Rank
18,10,15.62,1
36,4,6.25,2
12,3,4.69,3
34,3,4.69,4
1,2,3.12,5
3,2,3.12,6
5,2,3.12,7
6,2,3.12,8
20,2,3.12,9
21,2,3.12,10
22,2,3.12,11
25,2,3.12,12
31,2,3.12,13
43,2,3.12,14
47,2,3.12,15
52,2,3.12,16
55,2,3.12,17
2,1,1.56,18
4,1,1.56,19
8,1,1.56,20
9,1,1.56,21
10,1,1.56,22
11,1,1.56,23
14,1,1.56,24
16,1,1.56,25
17,1,1.56,26
26,1,1.56,27
35,1,1.56,28
45,1,1.56,29
51,1,1.56,30
53,1,1.56,31
56,1,1.56,32
59,1,1.56,33
60,1,1.56,34
63,1,1.56,35
0,0,0.00,36
7,0,0.00,37
13,0,0.00,38
15,0,0.00,39
19,0,0.00,40
23,0,0.00,41
24,0,0.00,42
27,0,0.00,43
28,0,0.00,44
29,0,0.00,45
30,0,0.00,46
32,0,0.00,47
33,0,0.00,48
37,0,0.00,49
38,0,0.00,50
39,0,0.00,51
40,0,0.00,52
41,0,0.00,53
42,0,0.00,54
44,0,0.00,55
46,0,0.00,56
48,0,0.00,57
49,0,0.00,58
50,0,0.00,59
54,0,0.00,60
57,0,0.00,61
58,0,0.00,62
61,0,0.00,63
62,0,0.00,64
