Expert_ID,Token_Count,Percentage,Rank
37,129,6.30,1
22,124,6.05,2
62,117,5.71,3
10,114,5.57,4
14,105,5.13,5
24,105,5.13,6
31,98,4.79,7
48,98,4.79,8
18,97,4.74,9
23,97,4.74,10
59,95,4.64,11
5,85,4.15,12
13,83,4.05,13
27,82,4.00,14
63,82,4.00,15
38,81,3.96,16
57,80,3.91,17
11,78,3.81,18
33,77,3.76,19
49,75,3.66,20
50,74,3.61,21
53,74,3.61,22
56,74,3.61,23
1,73,3.56,24
25,71,3.47,25
58,71,3.47,26
9,69,3.37,27
21,68,3.32,28
47,68,3.32,29
7,66,3.22,30
32,66,3.22,31
54,64,3.12,32
34,60,2.93,33
39,59,2.88,34
40,59,2.88,35
26,58,2.83,36
46,58,2.83,37
60,58,2.83,38
20,57,2.78,39
44,56,2.73,40
12,55,2.69,41
35,55,2.69,42
43,55,2.69,43
4,54,2.64,44
51,54,2.64,45
28,51,2.49,46
16,50,2.44,47
6,49,2.39,48
17,48,2.34,49
55,48,2.34,50
0,47,2.29,51
29,45,2.20,52
15,42,2.05,53
41,39,1.90,54
36,36,1.76,55
30,28,1.37,56
19,23,1.12,57
61,22,1.07,58
8,21,1.03,59
42,21,1.03,60
2,19,0.93,61
3,19,0.93,62
52,8,0.39,63
45,2,0.10,64
