Expert_ID,Token_Count,Percentage,Rank
27,4,6.25,1
36,4,6.25,2
19,3,4.69,3
41,3,4.69,4
44,3,4.69,5
56,3,4.69,6
60,3,4.69,7
0,2,3.12,8
2,2,3.12,9
17,2,3.12,10
20,2,3.12,11
22,2,3.12,12
23,2,3.12,13
38,2,3.12,14
46,2,3.12,15
50,2,3.12,16
52,2,3.12,17
57,2,3.12,18
59,2,3.12,19
1,1,1.56,20
4,1,1.56,21
6,1,1.56,22
7,1,1.56,23
12,1,1.56,24
14,1,1.56,25
18,1,1.56,26
21,1,1.56,27
24,1,1.56,28
30,1,1.56,29
32,1,1.56,30
34,1,1.56,31
35,1,1.56,32
37,1,1.56,33
40,1,1.56,34
48,1,1.56,35
63,1,1.56,36
3,0,0.00,37
5,0,0.00,38
8,0,0.00,39
9,0,0.00,40
10,0,0.00,41
11,0,0.00,42
13,0,0.00,43
15,0,0.00,44
16,0,0.00,45
25,0,0.00,46
26,0,0.00,47
28,0,0.00,48
29,0,0.00,49
31,0,0.00,50
33,0,0.00,51
39,0,0.00,52
42,0,0.00,53
43,0,0.00,54
45,0,0.00,55
47,0,0.00,56
49,0,0.00,57
51,0,0.00,58
53,0,0.00,59
54,0,0.00,60
55,0,0.00,61
58,0,0.00,62
61,0,0.00,63
62,0,0.00,64
