Expert_ID,Token_Count,Percentage,Rank
22,5,7.81,1
17,4,6.25,2
46,4,6.25,3
25,3,4.69,4
41,3,4.69,5
48,3,4.69,6
9,2,3.12,7
10,2,3.12,8
21,2,3.12,9
24,2,3.12,10
33,2,3.12,11
43,2,3.12,12
50,2,3.12,13
58,2,3.12,14
63,2,3.12,15
1,1,1.56,16
6,1,1.56,17
7,1,1.56,18
13,1,1.56,19
14,1,1.56,20
16,1,1.56,21
23,1,1.56,22
26,1,1.56,23
29,1,1.56,24
30,1,1.56,25
31,1,1.56,26
34,1,1.56,27
35,1,1.56,28
36,1,1.56,29
37,1,1.56,30
38,1,1.56,31
39,1,1.56,32
44,1,1.56,33
45,1,1.56,34
53,1,1.56,35
54,1,1.56,36
56,1,1.56,37
57,1,1.56,38
59,1,1.56,39
0,0,0.00,40
2,0,0.00,41
3,0,0.00,42
4,0,0.00,43
5,0,0.00,44
8,0,0.00,45
11,0,0.00,46
12,0,0.00,47
15,0,0.00,48
18,0,0.00,49
19,0,0.00,50
20,0,0.00,51
27,0,0.00,52
28,0,0.00,53
32,0,0.00,54
40,0,0.00,55
42,0,0.00,56
47,0,0.00,57
49,0,0.00,58
51,0,0.00,59
52,0,0.00,60
55,0,0.00,61
60,0,0.00,62
61,0,0.00,63
62,0,0.00,64
