Expert_ID,Token_Count,Percentage,Rank
9,16,25.00,1
2,13,20.31,2
14,13,20.31,3
6,9,14.06,4
34,9,14.06,5
40,9,14.06,6
41,9,14.06,7
46,9,14.06,8
58,9,14.06,9
59,9,14.06,10
3,8,12.50,11
19,8,12.50,12
22,8,12.50,13
31,8,12.50,14
51,8,12.50,15
53,8,12.50,16
57,8,12.50,17
0,7,10.94,18
12,7,10.94,19
18,7,10.94,20
25,7,10.94,21
36,7,10.94,22
39,7,10.94,23
43,7,10.94,24
55,7,10.94,25
63,7,10.94,26
13,6,9.38,27
15,6,9.38,28
29,6,9.38,29
35,6,9.38,30
37,6,9.38,31
44,6,9.38,32
48,6,9.38,33
60,6,9.38,34
5,5,7.81,35
7,5,7.81,36
8,5,7.81,37
23,5,7.81,38
24,5,7.81,39
33,5,7.81,40
47,5,7.81,41
50,5,7.81,42
54,5,7.81,43
10,4,6.25,44
16,4,6.25,45
21,4,6.25,46
28,4,6.25,47
30,4,6.25,48
32,4,6.25,49
42,4,6.25,50
49,4,6.25,51
56,4,6.25,52
1,3,4.69,53
4,3,4.69,54
11,3,4.69,55
20,3,4.69,56
26,3,4.69,57
27,3,4.69,58
38,3,4.69,59
62,3,4.69,60
45,2,3.12,61
52,2,3.12,62
61,2,3.12,63
17,1,1.56,64
