Expert_ID,Token_Count,Percentage,Rank
34,5,7.81,1
10,4,6.25,2
17,3,4.69,3
19,3,4.69,4
25,3,4.69,5
31,3,4.69,6
46,3,4.69,7
0,2,3.12,8
1,2,3.12,9
16,2,3.12,10
26,2,3.12,11
28,2,3.12,12
44,2,3.12,13
47,2,3.12,14
2,1,1.56,15
4,1,1.56,16
6,1,1.56,17
8,1,1.56,18
9,1,1.56,19
14,1,1.56,20
20,1,1.56,21
21,1,1.56,22
23,1,1.56,23
24,1,1.56,24
27,1,1.56,25
32,1,1.56,26
33,1,1.56,27
35,1,1.56,28
36,1,1.56,29
38,1,1.56,30
40,1,1.56,31
42,1,1.56,32
48,1,1.56,33
51,1,1.56,34
53,1,1.56,35
54,1,1.56,36
55,1,1.56,37
57,1,1.56,38
59,1,1.56,39
62,1,1.56,40
3,0,0.00,41
5,0,0.00,42
7,0,0.00,43
11,0,0.00,44
12,0,0.00,45
13,0,0.00,46
15,0,0.00,47
18,0,0.00,48
22,0,0.00,49
29,0,0.00,50
30,0,0.00,51
37,0,0.00,52
39,0,0.00,53
41,0,0.00,54
43,0,0.00,55
45,0,0.00,56
49,0,0.00,57
50,0,0.00,58
52,0,0.00,59
56,0,0.00,60
58,0,0.00,61
60,0,0.00,62
61,0,0.00,63
63,0,0.00,64
