Expert_ID,Token_Count,Percentage,Rank
20,12,18.75,1
39,12,18.75,2
21,11,17.19,3
38,11,17.19,4
1,10,15.62,5
19,10,15.62,6
2,9,14.06,7
10,9,14.06,8
23,9,14.06,9
34,9,14.06,10
51,9,14.06,11
26,8,12.50,12
33,8,12.50,13
40,8,12.50,14
54,8,12.50,15
59,8,12.50,16
60,8,12.50,17
4,7,10.94,18
7,7,10.94,19
12,7,10.94,20
13,7,10.94,21
30,7,10.94,22
32,7,10.94,23
37,7,10.94,24
62,7,10.94,25
22,6,9.38,26
25,6,9.38,27
28,6,9.38,28
31,6,9.38,29
36,6,9.38,30
49,6,9.38,31
52,6,9.38,32
63,6,9.38,33
0,5,7.81,34
3,5,7.81,35
5,5,7.81,36
11,5,7.81,37
14,5,7.81,38
17,5,7.81,39
27,5,7.81,40
29,5,7.81,41
35,5,7.81,42
44,5,7.81,43
46,5,7.81,44
50,5,7.81,45
56,5,7.81,46
58,5,7.81,47
6,4,6.25,48
8,4,6.25,49
15,4,6.25,50
42,4,6.25,51
57,4,6.25,52
61,4,6.25,53
9,3,4.69,54
16,3,4.69,55
18,3,4.69,56
47,3,4.69,57
53,3,4.69,58
24,2,3.12,59
41,2,3.12,60
43,2,3.12,61
45,2,3.12,62
48,2,3.12,63
55,2,3.12,64
