Expert_ID,Token_Count,Percentage,Rank
15,8,12.50,1
34,4,6.25,2
53,4,6.25,3
63,4,6.25,4
14,3,4.69,5
27,3,4.69,6
62,3,4.69,7
8,2,3.12,8
19,2,3.12,9
20,2,3.12,10
33,2,3.12,11
37,2,3.12,12
38,2,3.12,13
43,2,3.12,14
60,2,3.12,15
5,1,1.56,16
10,1,1.56,17
21,1,1.56,18
23,1,1.56,19
26,1,1.56,20
28,1,1.56,21
31,1,1.56,22
32,1,1.56,23
35,1,1.56,24
36,1,1.56,25
40,1,1.56,26
42,1,1.56,27
46,1,1.56,28
47,1,1.56,29
49,1,1.56,30
52,1,1.56,31
56,1,1.56,32
58,1,1.56,33
61,1,1.56,34
0,0,0.00,35
1,0,0.00,36
2,0,0.00,37
3,0,0.00,38
4,0,0.00,39
6,0,0.00,40
7,0,0.00,41
9,0,0.00,42
11,0,0.00,43
12,0,0.00,44
13,0,0.00,45
16,0,0.00,46
17,0,0.00,47
18,0,0.00,48
22,0,0.00,49
24,0,0.00,50
25,0,0.00,51
29,0,0.00,52
30,0,0.00,53
39,0,0.00,54
41,0,0.00,55
44,0,0.00,56
45,0,0.00,57
48,0,0.00,58
50,0,0.00,59
51,0,0.00,60
54,0,0.00,61
55,0,0.00,62
57,0,0.00,63
59,0,0.00,64
