Expert_ID,Token_Count,Percentage,Rank
18,10,15.62,1
34,6,9.38,2
36,6,9.38,3
4,5,7.81,4
12,5,7.81,5
2,4,6.25,6
3,4,6.25,7
6,4,6.25,8
20,4,6.25,9
31,4,6.25,10
51,4,6.25,11
1,3,4.69,12
5,3,4.69,13
7,3,4.69,14
14,3,4.69,15
47,3,4.69,16
8,2,3.12,17
11,2,3.12,18
16,2,3.12,19
17,2,3.12,20
21,2,3.12,21
22,2,3.12,22
25,2,3.12,23
26,2,3.12,24
28,2,3.12,25
35,2,3.12,26
37,2,3.12,27
39,2,3.12,28
43,2,3.12,29
46,2,3.12,30
49,2,3.12,31
52,2,3.12,32
53,2,3.12,33
55,2,3.12,34
56,2,3.12,35
59,2,3.12,36
63,2,3.12,37
9,1,1.56,38
10,1,1.56,39
13,1,1.56,40
19,1,1.56,41
24,1,1.56,42
32,1,1.56,43
38,1,1.56,44
42,1,1.56,45
45,1,1.56,46
48,1,1.56,47
50,1,1.56,48
58,1,1.56,49
60,1,1.56,50
61,1,1.56,51
62,1,1.56,52
0,0,0.00,53
15,0,0.00,54
23,0,0.00,55
27,0,0.00,56
29,0,0.00,57
30,0,0.00,58
33,0,0.00,59
40,0,0.00,60
41,0,0.00,61
44,0,0.00,62
54,0,0.00,63
57,0,0.00,64
