Expert_ID,Token_Count,Percentage,Rank
15,15,23.44,1
8,14,21.88,2
34,14,21.88,3
3,13,20.31,4
46,13,20.31,5
22,12,18.75,6
62,12,18.75,7
19,11,17.19,8
33,11,17.19,9
53,11,17.19,10
2,10,15.62,11
56,10,15.62,12
26,9,14.06,13
5,8,12.50,14
12,8,12.50,15
36,8,12.50,16
41,8,12.50,17
57,8,12.50,18
60,8,12.50,19
27,7,10.94,20
43,7,10.94,21
61,7,10.94,22
63,7,10.94,23
20,6,9.38,24
44,6,9.38,25
7,5,7.81,26
10,5,7.81,27
13,5,7.81,28
18,5,7.81,29
24,5,7.81,30
29,5,7.81,31
31,5,7.81,32
32,5,7.81,33
40,5,7.81,34
47,5,7.81,35
58,5,7.81,36
1,4,6.25,37
4,4,6.25,38
6,4,6.25,39
11,4,6.25,40
14,4,6.25,41
16,4,6.25,42
21,4,6.25,43
25,4,6.25,44
37,4,6.25,45
39,4,6.25,46
9,3,4.69,47
17,3,4.69,48
23,3,4.69,49
30,3,4.69,50
35,3,4.69,51
38,3,4.69,52
49,3,4.69,53
50,3,4.69,54
51,3,4.69,55
52,3,4.69,56
54,3,4.69,57
55,3,4.69,58
28,2,3.12,59
42,2,3.12,60
48,2,3.12,61
59,2,3.12,62
0,1,1.56,63
45,1,1.56,64
