Expert_ID,Token_Count,Percentage,Rank
22,8,12.50,1
48,7,10.94,2
24,6,9.38,3
56,6,9.38,4
31,5,7.81,5
4,4,6.25,6
14,4,6.25,7
29,4,6.25,8
37,4,6.25,9
41,4,6.25,10
47,4,6.25,11
1,3,4.69,12
13,3,4.69,13
28,3,4.69,14
32,3,4.69,15
33,3,4.69,16
35,3,4.69,17
53,3,4.69,18
55,3,4.69,19
57,3,4.69,20
3,2,3.12,21
5,2,3.12,22
7,2,3.12,23
11,2,3.12,24
34,2,3.12,25
36,2,3.12,26
38,2,3.12,27
51,2,3.12,28
54,2,3.12,29
58,2,3.12,30
60,2,3.12,31
63,2,3.12,32
2,1,1.56,33
6,1,1.56,34
8,1,1.56,35
9,1,1.56,36
10,1,1.56,37
12,1,1.56,38
18,1,1.56,39
20,1,1.56,40
23,1,1.56,41
25,1,1.56,42
26,1,1.56,43
30,1,1.56,44
39,1,1.56,45
40,1,1.56,46
44,1,1.56,47
45,1,1.56,48
46,1,1.56,49
49,1,1.56,50
50,1,1.56,51
59,1,1.56,52
62,1,1.56,53
0,0,0.00,54
15,0,0.00,55
16,0,0.00,56
17,0,0.00,57
19,0,0.00,58
21,0,0.00,59
27,0,0.00,60
42,0,0.00,61
43,0,0.00,62
52,0,0.00,63
61,0,0.00,64
