Expert_ID,Token_Count,Percentage,Rank
28,13,20.31,1
56,13,20.31,2
1,12,18.75,3
3,11,17.19,4
47,11,17.19,5
54,11,17.19,6
7,10,15.62,7
38,10,15.62,8
41,10,15.62,9
45,10,15.62,10
13,9,14.06,11
24,9,14.06,12
48,9,14.06,13
50,9,14.06,14
57,9,14.06,15
22,8,12.50,16
26,8,12.50,17
35,8,12.50,18
20,7,10.94,19
30,7,10.94,20
31,7,10.94,21
33,7,10.94,22
36,7,10.94,23
49,7,10.94,24
51,7,10.94,25
53,7,10.94,26
55,7,10.94,27
4,6,9.38,28
14,6,9.38,29
29,6,9.38,30
37,6,9.38,31
46,6,9.38,32
58,6,9.38,33
60,6,9.38,34
11,5,7.81,35
23,5,7.81,36
27,5,7.81,37
32,5,7.81,38
39,5,7.81,39
40,5,7.81,40
44,5,7.81,41
0,4,6.25,42
8,4,6.25,43
17,4,6.25,44
19,4,6.25,45
25,4,6.25,46
34,4,6.25,47
63,4,6.25,48
2,3,4.69,49
5,3,4.69,50
6,3,4.69,51
9,3,4.69,52
12,3,4.69,53
15,3,4.69,54
16,3,4.69,55
59,3,4.69,56
62,3,4.69,57
10,2,3.12,58
18,2,3.12,59
42,2,3.12,60
21,1,1.56,61
43,1,1.56,62
61,1,1.56,63
52,0,0.00,64
