Expert_ID,Token_Count,Percentage,Rank
14,16,25.00,1
15,13,20.31,2
35,11,17.19,3
47,11,17.19,4
50,11,17.19,5
58,11,17.19,6
21,10,15.62,7
37,10,15.62,8
2,9,14.06,9
61,9,14.06,10
0,8,12.50,11
10,8,12.50,12
23,8,12.50,13
38,8,12.50,14
41,8,12.50,15
42,8,12.50,16
52,8,12.50,17
59,8,12.50,18
3,7,10.94,19
12,7,10.94,20
26,7,10.94,21
40,7,10.94,22
53,7,10.94,23
55,7,10.94,24
6,6,9.38,25
13,6,9.38,26
16,6,9.38,27
17,6,9.38,28
19,6,9.38,29
28,6,9.38,30
36,6,9.38,31
39,6,9.38,32
54,6,9.38,33
60,6,9.38,34
62,6,9.38,35
9,5,7.81,36
24,5,7.81,37
27,5,7.81,38
31,5,7.81,39
34,5,7.81,40
44,5,7.81,41
46,5,7.81,42
49,5,7.81,43
63,5,7.81,44
1,4,6.25,45
11,4,6.25,46
20,4,6.25,47
25,4,6.25,48
29,4,6.25,49
33,4,6.25,50
45,4,6.25,51
4,3,4.69,52
5,3,4.69,53
8,3,4.69,54
18,3,4.69,55
51,3,4.69,56
56,3,4.69,57
22,2,3.12,58
32,2,3.12,59
48,2,3.12,60
7,1,1.56,61
30,1,1.56,62
43,1,1.56,63
57,1,1.56,64
