Expert_ID,Token_Count,Percentage,Rank
50,124,6.05,1
47,116,5.66,2
36,112,5.47,3
44,101,4.93,4
52,100,4.88,5
43,99,4.83,6
30,97,4.74,7
27,96,4.69,8
37,92,4.49,9
33,88,4.30,10
6,85,4.15,11
7,85,4.15,12
12,84,4.10,13
59,84,4.10,14
54,83,4.05,15
41,82,4.00,16
5,76,3.71,17
17,76,3.71,18
22,76,3.71,19
38,76,3.71,20
40,75,3.66,21
8,74,3.61,22
26,74,3.61,23
42,74,3.61,24
48,73,3.56,25
55,72,3.52,26
28,71,3.47,27
63,71,3.47,28
34,70,3.42,29
53,68,3.32,30
9,66,3.22,31
24,60,2.93,32
49,60,2.93,33
51,60,2.93,34
29,59,2.88,35
3,58,2.83,36
13,57,2.78,37
2,53,2.59,38
57,53,2.59,39
32,52,2.54,40
35,52,2.54,41
58,51,2.49,42
23,50,2.44,43
4,48,2.34,44
25,48,2.34,45
1,47,2.29,46
20,46,2.25,47
15,45,2.20,48
18,43,2.10,49
10,42,2.05,50
16,42,2.05,51
19,40,1.95,52
60,40,1.95,53
14,38,1.86,54
11,37,1.81,55
45,37,1.81,56
46,37,1.81,57
39,36,1.76,58
62,35,1.71,59
56,34,1.66,60
21,32,1.56,61
0,31,1.51,62
31,27,1.32,63
61,26,1.27,64
