Expert_ID,Token_Count,Percentage,Rank
2,8,12.50,1
25,6,9.38,2
16,5,7.81,3
26,5,7.81,4
44,5,7.81,5
59,5,7.81,6
13,4,6.25,7
21,4,6.25,8
28,4,6.25,9
43,4,6.25,10
54,4,6.25,11
4,3,4.69,12
29,3,4.69,13
39,3,4.69,14
45,3,4.69,15
61,3,4.69,16
0,2,3.12,17
3,2,3.12,18
7,2,3.12,19
9,2,3.12,20
12,2,3.12,21
15,2,3.12,22
17,2,3.12,23
18,2,3.12,24
19,2,3.12,25
20,2,3.12,26
23,2,3.12,27
27,2,3.12,28
32,2,3.12,29
36,2,3.12,30
37,2,3.12,31
38,2,3.12,32
40,2,3.12,33
46,2,3.12,34
47,2,3.12,35
51,2,3.12,36
52,2,3.12,37
56,2,3.12,38
62,2,3.12,39
63,2,3.12,40
1,1,1.56,41
6,1,1.56,42
10,1,1.56,43
14,1,1.56,44
30,1,1.56,45
42,1,1.56,46
48,1,1.56,47
49,1,1.56,48
50,1,1.56,49
53,1,1.56,50
57,1,1.56,51
5,0,0.00,52
8,0,0.00,53
11,0,0.00,54
22,0,0.00,55
24,0,0.00,56
31,0,0.00,57
33,0,0.00,58
34,0,0.00,59
35,0,0.00,60
41,0,0.00,61
55,0,0.00,62
58,0,0.00,63
60,0,0.00,64
