Expert_ID,Token_Count,Percentage,Rank
50,69,3.37,1
36,66,3.22,2
47,66,3.22,3
44,61,2.98,4
59,59,2.88,5
52,58,2.83,6
30,56,2.73,7
12,55,2.69,8
5,54,2.64,9
43,54,2.64,10
27,53,2.59,11
33,47,2.29,12
42,45,2.20,13
55,45,2.20,14
37,44,2.15,15
63,43,2.10,16
8,41,2.00,17
41,41,2.00,18
7,38,1.86,19
22,38,1.86,20
54,38,1.86,21
48,37,1.81,22
26,36,1.76,23
40,36,1.76,24
6,35,1.71,25
24,35,1.71,26
28,35,1.71,27
34,35,1.71,28
38,33,1.61,29
2,31,1.51,30
3,31,1.51,31
35,31,1.51,32
53,31,1.51,33
51,30,1.46,34
29,29,1.42,35
17,27,1.32,36
23,27,1.32,37
32,27,1.32,38
9,25,1.22,39
57,25,1.22,40
1,24,1.17,41
15,23,1.12,42
58,23,1.12,43
49,21,1.03,44
20,19,0.93,45
4,18,0.88,46
11,18,0.88,47
19,18,0.88,48
25,17,0.83,49
39,17,0.83,50
56,17,0.83,51
14,16,0.78,52
16,16,0.78,53
45,16,0.78,54
60,16,0.78,55
18,15,0.73,56
46,14,0.68,57
62,14,0.68,58
31,13,0.63,59
13,12,0.59,60
21,10,0.49,61
0,9,0.44,62
61,9,0.44,63
10,6,0.29,64
