Expert_ID,Token_Count,Percentage,Rank
34,7,10.94,1
6,6,9.38,2
28,6,9.38,3
31,6,9.38,4
10,5,7.81,5
16,5,7.81,6
21,4,6.25,7
25,4,6.25,8
0,3,4.69,9
1,3,4.69,10
14,3,4.69,11
17,3,4.69,12
19,3,4.69,13
27,3,4.69,14
32,3,4.69,15
35,3,4.69,16
44,3,4.69,17
46,3,4.69,18
47,3,4.69,19
59,3,4.69,20
61,3,4.69,21
2,2,3.12,22
3,2,3.12,23
4,2,3.12,24
9,2,3.12,25
12,2,3.12,26
13,2,3.12,27
20,2,3.12,28
23,2,3.12,29
24,2,3.12,30
26,2,3.12,31
38,2,3.12,32
40,2,3.12,33
48,2,3.12,34
55,2,3.12,35
57,2,3.12,36
5,1,1.56,37
8,1,1.56,38
30,1,1.56,39
33,1,1.56,40
36,1,1.56,41
39,1,1.56,42
42,1,1.56,43
43,1,1.56,44
49,1,1.56,45
51,1,1.56,46
52,1,1.56,47
53,1,1.56,48
54,1,1.56,49
56,1,1.56,50
58,1,1.56,51
62,1,1.56,52
7,0,0.00,53
11,0,0.00,54
15,0,0.00,55
18,0,0.00,56
22,0,0.00,57
29,0,0.00,58
37,0,0.00,59
41,0,0.00,60
45,0,0.00,61
50,0,0.00,62
60,0,0.00,63
63,0,0.00,64
