Expert_ID,Token_Count,Percentage,Rank
15,264,12.89,1
18,244,11.91,2
50,241,11.77,3
3,232,11.33,4
41,232,11.33,5
21,228,11.13,6
32,226,11.04,7
7,225,10.99,8
60,223,10.89,9
11,221,10.79,10
1,220,10.74,11
39,220,10.74,12
62,220,10.74,13
37,219,10.69,14
46,219,10.69,15
51,219,10.69,16
56,217,10.60,17
27,215,10.50,18
63,215,10.50,19
2,213,10.40,20
19,212,10.35,21
40,212,10.35,22
44,212,10.35,23
14,208,10.16,24
17,206,10.06,25
53,205,10.01,26
0,204,9.96,27
10,202,9.86,28
52,202,9.86,29
59,201,9.81,30
25,199,9.72,31
33,195,9.52,32
24,193,9.42,33
23,192,9.38,34
22,191,9.33,35
38,191,9.33,36
26,189,9.23,37
54,189,9.23,38
57,189,9.23,39
4,188,9.18,40
28,184,8.98,41
43,184,8.98,42
5,180,8.79,43
48,178,8.69,44
58,178,8.69,45
61,178,8.69,46
6,176,8.59,47
31,176,8.59,48
49,176,8.59,49
45,175,8.54,50
12,169,8.25,51
42,169,8.25,52
9,168,8.20,53
13,165,8.06,54
30,160,7.81,55
34,157,7.67,56
47,153,7.47,57
55,142,6.93,58
8,134,6.54,59
29,134,6.54,60
20,124,6.05,61
16,120,5.86,62
35,118,5.76,63
36,97,4.74,64
