Expert_ID,Token_Count,Percentage,Rank
21,6,9.38,1
42,6,9.38,2
49,6,9.38,3
12,5,7.81,4
23,5,7.81,5
57,5,7.81,6
4,4,6.25,7
13,4,6.25,8
17,4,6.25,9
45,4,6.25,10
2,3,4.69,11
3,3,4.69,12
20,3,4.69,13
31,3,4.69,14
34,3,4.69,15
38,3,4.69,16
44,3,4.69,17
6,2,3.12,18
16,2,3.12,19
25,2,3.12,20
29,2,3.12,21
32,2,3.12,22
36,2,3.12,23
37,2,3.12,24
39,2,3.12,25
40,2,3.12,26
41,2,3.12,27
43,2,3.12,28
50,2,3.12,29
51,2,3.12,30
53,2,3.12,31
58,2,3.12,32
60,2,3.12,33
61,2,3.12,34
62,2,3.12,35
0,1,1.56,36
1,1,1.56,37
5,1,1.56,38
7,1,1.56,39
10,1,1.56,40
14,1,1.56,41
15,1,1.56,42
18,1,1.56,43
19,1,1.56,44
22,1,1.56,45
24,1,1.56,46
26,1,1.56,47
27,1,1.56,48
30,1,1.56,49
33,1,1.56,50
47,1,1.56,51
48,1,1.56,52
52,1,1.56,53
54,1,1.56,54
55,1,1.56,55
59,1,1.56,56
63,1,1.56,57
8,0,0.00,58
9,0,0.00,59
11,0,0.00,60
28,0,0.00,61
35,0,0.00,62
46,0,0.00,63
56,0,0.00,64
