Expert_ID,Token_Count,Percentage,Rank
1,107,5.22,1
28,89,4.35,2
18,83,4.05,3
34,79,3.86,4
38,79,3.86,5
17,77,3.76,6
21,59,2.88,7
6,55,2.69,8
31,55,2.69,9
30,53,2.59,10
20,51,2.49,11
29,50,2.44,12
47,48,2.34,13
45,46,2.25,14
16,42,2.05,15
4,40,1.95,16
42,39,1.90,17
23,38,1.86,18
8,35,1.71,19
27,35,1.71,20
3,34,1.66,21
9,34,1.66,22
12,34,1.66,23
55,34,1.66,24
56,34,1.66,25
2,33,1.61,26
50,32,1.56,27
63,31,1.51,28
33,28,1.37,29
60,28,1.37,30
10,27,1.32,31
26,26,1.27,32
62,25,1.22,33
13,24,1.17,34
5,23,1.12,35
37,23,1.12,36
7,22,1.07,37
11,22,1.07,38
35,22,1.07,39
36,21,1.03,40
14,20,0.98,41
48,20,0.98,42
53,20,0.98,43
58,20,0.98,44
41,19,0.93,45
61,19,0.93,46
51,18,0.88,47
59,17,0.83,48
0,16,0.78,49
44,16,0.78,50
46,15,0.73,51
15,13,0.63,52
32,13,0.63,53
43,13,0.63,54
52,13,0.63,55
22,12,0.59,56
25,12,0.59,57
40,11,0.54,58
54,11,0.54,59
57,10,0.49,60
49,9,0.44,61
24,6,0.29,62
39,5,0.24,63
19,3,0.15,64
