Expert_ID,Token_Count,Percentage,Rank
50,15,23.44,1
7,13,20.31,2
39,13,20.31,3
3,12,18.75,4
46,11,17.19,5
62,11,17.19,6
18,10,15.62,7
23,9,14.06,8
26,9,14.06,9
28,9,14.06,10
48,9,14.06,11
14,8,12.50,12
22,8,12.50,13
25,8,12.50,14
27,8,12.50,15
35,8,12.50,16
38,8,12.50,17
54,8,12.50,18
57,8,12.50,19
17,7,10.94,20
24,7,10.94,21
29,7,10.94,22
31,7,10.94,23
52,7,10.94,24
9,6,9.38,25
10,6,9.38,26
12,6,9.38,27
30,6,9.38,28
43,6,9.38,29
47,6,9.38,30
58,6,9.38,31
61,6,9.38,32
5,5,7.81,33
11,5,7.81,34
13,5,7.81,35
20,5,7.81,36
32,5,7.81,37
34,5,7.81,38
37,5,7.81,39
41,5,7.81,40
53,5,7.81,41
55,5,7.81,42
2,4,6.25,43
6,4,6.25,44
8,4,6.25,45
15,4,6.25,46
21,4,6.25,47
33,4,6.25,48
44,4,6.25,49
49,4,6.25,50
51,4,6.25,51
56,4,6.25,52
0,3,4.69,53
1,3,4.69,54
16,3,4.69,55
36,3,4.69,56
59,3,4.69,57
63,3,4.69,58
40,2,3.12,59
42,2,3.12,60
45,2,3.12,61
4,1,1.56,62
19,1,1.56,63
60,0,0.00,64
