Expert_ID,Token_Count,Percentage,Rank
8,8,12.50,1
15,8,12.50,2
53,8,12.50,3
34,6,9.38,4
27,5,7.81,5
56,5,7.81,6
62,5,7.81,7
63,5,7.81,8
43,4,6.25,9
46,4,6.25,10
10,3,4.69,11
14,3,4.69,12
19,3,4.69,13
22,3,4.69,14
33,3,4.69,15
37,3,4.69,16
40,3,4.69,17
2,2,3.12,18
4,2,3.12,19
5,2,3.12,20
7,2,3.12,21
12,2,3.12,22
20,2,3.12,23
24,2,3.12,24
32,2,3.12,25
36,2,3.12,26
38,2,3.12,27
44,2,3.12,28
47,2,3.12,29
49,2,3.12,30
59,2,3.12,31
60,2,3.12,32
0,1,1.56,33
11,1,1.56,34
13,1,1.56,35
16,1,1.56,36
21,1,1.56,37
23,1,1.56,38
25,1,1.56,39
26,1,1.56,40
28,1,1.56,41
30,1,1.56,42
31,1,1.56,43
35,1,1.56,44
41,1,1.56,45
42,1,1.56,46
51,1,1.56,47
52,1,1.56,48
57,1,1.56,49
58,1,1.56,50
61,1,1.56,51
1,0,0.00,52
3,0,0.00,53
6,0,0.00,54
9,0,0.00,55
17,0,0.00,56
18,0,0.00,57
29,0,0.00,58
39,0,0.00,59
45,0,0.00,60
48,0,0.00,61
50,0,0.00,62
54,0,0.00,63
55,0,0.00,64
