Expert_ID,Token_Count,Percentage,Rank
49,14,21.88,1
15,13,20.31,2
31,12,18.75,3
13,11,17.19,4
44,11,17.19,5
8,10,15.62,6
16,10,15.62,7
22,10,15.62,8
0,9,14.06,9
14,9,14.06,10
19,9,14.06,11
34,9,14.06,12
37,9,14.06,13
45,9,14.06,14
50,9,14.06,15
63,9,14.06,16
5,8,12.50,17
10,8,12.50,18
17,8,12.50,19
51,8,12.50,20
62,8,12.50,21
20,7,10.94,22
30,7,10.94,23
33,7,10.94,24
39,7,10.94,25
48,7,10.94,26
55,7,10.94,27
1,6,9.38,28
7,6,9.38,29
11,6,9.38,30
38,6,9.38,31
40,6,9.38,32
52,6,9.38,33
53,6,9.38,34
54,6,9.38,35
26,5,7.81,36
27,5,7.81,37
41,5,7.81,38
42,5,7.81,39
56,5,7.81,40
59,5,7.81,41
61,5,7.81,42
4,4,6.25,43
35,4,6.25,44
43,4,6.25,45
57,4,6.25,46
60,4,6.25,47
3,3,4.69,48
6,3,4.69,49
25,3,4.69,50
32,3,4.69,51
46,3,4.69,52
58,3,4.69,53
2,2,3.12,54
9,2,3.12,55
12,2,3.12,56
18,2,3.12,57
23,2,3.12,58
36,2,3.12,59
47,2,3.12,60
21,1,1.56,61
24,1,1.56,62
28,1,1.56,63
29,1,1.56,64
