Expert_ID,Token_Count,Percentage,Rank
14,4,6.25,1
16,4,6.25,2
0,3,4.69,3
8,3,4.69,4
31,3,4.69,5
44,3,4.69,6
48,3,4.69,7
55,3,4.69,8
4,2,3.12,9
7,2,3.12,10
11,2,3.12,11
37,2,3.12,12
39,2,3.12,13
41,2,3.12,14
49,2,3.12,15
60,2,3.12,16
61,2,3.12,17
62,2,3.12,18
3,1,1.56,19
5,1,1.56,20
9,1,1.56,21
10,1,1.56,22
13,1,1.56,23
15,1,1.56,24
17,1,1.56,25
19,1,1.56,26
22,1,1.56,27
23,1,1.56,28
26,1,1.56,29
27,1,1.56,30
34,1,1.56,31
36,1,1.56,32
53,1,1.56,33
54,1,1.56,34
56,1,1.56,35
59,1,1.56,36
1,0,0.00,37
2,0,0.00,38
6,0,0.00,39
12,0,0.00,40
18,0,0.00,41
20,0,0.00,42
21,0,0.00,43
24,0,0.00,44
25,0,0.00,45
28,0,0.00,46
29,0,0.00,47
30,0,0.00,48
32,0,0.00,49
33,0,0.00,50
35,0,0.00,51
38,0,0.00,52
40,0,0.00,53
42,0,0.00,54
43,0,0.00,55
45,0,0.00,56
46,0,0.00,57
47,0,0.00,58
50,0,0.00,59
51,0,0.00,60
52,0,0.00,61
57,0,0.00,62
58,0,0.00,63
63,0,0.00,64
