Expert_ID,Token_Count,Percentage,Rank
20,6,9.38,1
9,5,7.81,2
45,5,7.81,3
48,5,7.81,4
59,5,7.81,5
14,4,6.25,6
19,4,6.25,7
31,4,6.25,8
44,4,6.25,9
58,4,6.25,10
0,3,4.69,11
7,3,4.69,12
10,3,4.69,13
16,3,4.69,14
22,3,4.69,15
32,3,4.69,16
34,3,4.69,17
36,3,4.69,18
37,3,4.69,19
39,3,4.69,20
42,3,4.69,21
46,3,4.69,22
49,3,4.69,23
53,3,4.69,24
55,3,4.69,25
60,3,4.69,26
13,2,3.12,27
25,2,3.12,28
26,2,3.12,29
27,2,3.12,30
30,2,3.12,31
33,2,3.12,32
38,2,3.12,33
40,2,3.12,34
50,2,3.12,35
57,2,3.12,36
62,2,3.12,37
63,2,3.12,38
1,1,1.56,39
4,1,1.56,40
5,1,1.56,41
8,1,1.56,42
12,1,1.56,43
18,1,1.56,44
29,1,1.56,45
35,1,1.56,46
52,1,1.56,47
54,1,1.56,48
2,0,0.00,49
3,0,0.00,50
6,0,0.00,51
11,0,0.00,52
15,0,0.00,53
17,0,0.00,54
21,0,0.00,55
23,0,0.00,56
24,0,0.00,57
28,0,0.00,58
41,0,0.00,59
43,0,0.00,60
47,0,0.00,61
51,0,0.00,62
56,0,0.00,63
61,0,0.00,64
