Expert_ID,Token_Count,Percentage,Rank
43,13,20.31,1
2,11,17.19,2
16,11,17.19,3
18,10,15.62,4
40,10,15.62,5
10,9,14.06,6
13,9,14.06,7
23,9,14.06,8
25,9,14.06,9
27,9,14.06,10
46,9,14.06,11
59,9,14.06,12
15,8,12.50,13
17,8,12.50,14
28,8,12.50,15
45,8,12.50,16
3,7,10.94,17
6,7,10.94,18
9,7,10.94,19
21,7,10.94,20
29,7,10.94,21
48,7,10.94,22
49,7,10.94,23
51,7,10.94,24
54,7,10.94,25
57,7,10.94,26
63,7,10.94,27
7,6,9.38,28
26,6,9.38,29
36,6,9.38,30
39,6,9.38,31
44,6,9.38,32
53,6,9.38,33
62,6,9.38,34
1,5,7.81,35
5,5,7.81,36
19,5,7.81,37
20,5,7.81,38
30,5,7.81,39
34,5,7.81,40
35,5,7.81,41
37,5,7.81,42
38,5,7.81,43
42,5,7.81,44
47,5,7.81,45
56,5,7.81,46
61,5,7.81,47
0,4,6.25,48
4,4,6.25,49
12,4,6.25,50
14,4,6.25,51
22,4,6.25,52
50,4,6.25,53
52,4,6.25,54
55,4,6.25,55
11,3,4.69,56
31,3,4.69,57
58,3,4.69,58
8,2,3.12,59
32,2,3.12,60
60,2,3.12,61
24,1,1.56,62
33,1,1.56,63
41,1,1.56,64
