Expert_ID,Token_Count,Percentage,Rank
2,5,7.81,1
25,5,7.81,2
44,4,6.25,3
4,3,4.69,4
13,3,4.69,5
29,3,4.69,6
3,2,3.12,7
16,2,3.12,8
18,2,3.12,9
26,2,3.12,10
27,2,3.12,11
28,2,3.12,12
38,2,3.12,13
39,2,3.12,14
43,2,3.12,15
45,2,3.12,16
51,2,3.12,17
52,2,3.12,18
54,2,3.12,19
61,2,3.12,20
0,1,1.56,21
9,1,1.56,22
10,1,1.56,23
19,1,1.56,24
20,1,1.56,25
21,1,1.56,26
23,1,1.56,27
30,1,1.56,28
49,1,1.56,29
50,1,1.56,30
56,1,1.56,31
59,1,1.56,32
62,1,1.56,33
1,0,0.00,34
5,0,0.00,35
6,0,0.00,36
7,0,0.00,37
8,0,0.00,38
11,0,0.00,39
12,0,0.00,40
14,0,0.00,41
15,0,0.00,42
17,0,0.00,43
22,0,0.00,44
24,0,0.00,45
31,0,0.00,46
32,0,0.00,47
33,0,0.00,48
34,0,0.00,49
35,0,0.00,50
36,0,0.00,51
37,0,0.00,52
40,0,0.00,53
41,0,0.00,54
42,0,0.00,55
46,0,0.00,56
47,0,0.00,57
48,0,0.00,58
53,0,0.00,59
55,0,0.00,60
57,0,0.00,61
58,0,0.00,62
60,0,0.00,63
63,0,0.00,64
