Expert_ID,Token_Count,Percentage,Rank
12,6,9.38,1
5,4,6.25,2
23,4,6.25,3
58,4,6.25,4
9,3,4.69,5
17,3,4.69,6
1,2,3.12,7
13,2,3.12,8
27,2,3.12,9
30,2,3.12,10
32,2,3.12,11
47,2,3.12,12
48,2,3.12,13
50,2,3.12,14
54,2,3.12,15
0,1,1.56,16
2,1,1.56,17
3,1,1.56,18
11,1,1.56,19
14,1,1.56,20
18,1,1.56,21
21,1,1.56,22
22,1,1.56,23
24,1,1.56,24
26,1,1.56,25
28,1,1.56,26
29,1,1.56,27
33,1,1.56,28
36,1,1.56,29
38,1,1.56,30
41,1,1.56,31
42,1,1.56,32
44,1,1.56,33
52,1,1.56,34
55,1,1.56,35
59,1,1.56,36
60,1,1.56,37
4,0,0.00,38
6,0,0.00,39
7,0,0.00,40
8,0,0.00,41
10,0,0.00,42
15,0,0.00,43
16,0,0.00,44
19,0,0.00,45
20,0,0.00,46
25,0,0.00,47
31,0,0.00,48
34,0,0.00,49
35,0,0.00,50
37,0,0.00,51
39,0,0.00,52
40,0,0.00,53
43,0,0.00,54
45,0,0.00,55
46,0,0.00,56
49,0,0.00,57
51,0,0.00,58
53,0,0.00,59
56,0,0.00,60
57,0,0.00,61
61,0,0.00,62
62,0,0.00,63
63,0,0.00,64
