Expert_ID,Token_Count,Percentage,Rank
50,275,13.43,1
57,274,13.38,2
25,264,12.89,3
18,261,12.74,4
14,256,12.50,5
20,255,12.45,6
23,254,12.40,7
5,240,11.72,8
40,230,11.23,9
63,230,11.23,10
46,224,10.94,11
13,222,10.84,12
39,222,10.84,13
51,222,10.84,14
31,221,10.79,15
10,220,10.74,16
49,218,10.64,17
54,218,10.64,18
59,216,10.55,19
3,213,10.40,20
21,213,10.40,21
47,211,10.30,22
7,210,10.25,23
58,210,10.25,24
22,205,10.01,25
27,205,10.01,26
48,203,9.91,27
11,202,9.86,28
41,201,9.81,29
56,199,9.72,30
26,197,9.62,31
16,195,9.52,32
24,195,9.52,33
36,193,9.42,34
33,192,9.38,35
37,192,9.38,36
44,191,9.33,37
32,190,9.28,38
6,189,9.23,39
12,189,9.23,40
60,189,9.23,41
62,189,9.23,42
28,183,8.94,43
35,180,8.79,44
9,176,8.59,45
17,175,8.54,46
4,173,8.45,47
38,172,8.40,48
53,170,8.30,49
34,166,8.11,50
30,165,8.06,51
43,157,7.67,52
15,156,7.62,53
55,154,7.52,54
1,148,7.23,55
2,147,7.18,56
19,147,7.18,57
29,140,6.84,58
8,127,6.20,59
42,127,6.20,60
61,108,5.27,61
0,94,4.59,62
45,73,3.56,63
52,55,2.69,64
