Expert_ID,Token_Count,Percentage,Rank
9,15,23.44,1
19,12,18.75,2
34,12,18.75,3
16,11,17.19,4
20,11,17.19,5
31,11,17.19,6
48,11,17.19,7
59,11,17.19,8
7,10,15.62,9
44,10,15.62,10
39,9,14.06,11
4,8,12.50,12
10,8,12.50,13
25,8,12.50,14
45,8,12.50,15
46,8,12.50,16
62,8,12.50,17
0,7,10.94,18
18,7,10.94,19
23,7,10.94,20
26,7,10.94,21
37,7,10.94,22
49,7,10.94,23
54,7,10.94,24
58,7,10.94,25
5,6,9.38,26
13,6,9.38,27
22,6,9.38,28
27,6,9.38,29
32,6,9.38,30
33,6,9.38,31
38,6,9.38,32
50,6,9.38,33
53,6,9.38,34
1,5,7.81,35
2,5,7.81,36
3,5,7.81,37
8,5,7.81,38
14,5,7.81,39
36,5,7.81,40
40,5,7.81,41
42,5,7.81,42
47,5,7.81,43
55,5,7.81,44
60,5,7.81,45
63,5,7.81,46
15,4,6.25,47
29,4,6.25,48
30,4,6.25,49
52,4,6.25,50
28,3,4.69,51
35,3,4.69,52
51,3,4.69,53
57,3,4.69,54
11,2,3.12,55
12,2,3.12,56
17,2,3.12,57
21,2,3.12,58
41,2,3.12,59
61,2,3.12,60
6,1,1.56,61
43,1,1.56,62
56,1,1.56,63
24,0,0.00,64
