Expert_ID,Token_Count,Percentage,Rank
24,12,18.75,1
37,11,17.19,2
31,10,15.62,3
33,10,15.62,4
36,10,15.62,5
54,10,15.62,6
10,9,14.06,7
15,9,14.06,8
38,9,14.06,9
17,8,12.50,10
23,8,12.50,11
28,8,12.50,12
30,8,12.50,13
43,8,12.50,14
50,8,12.50,15
57,8,12.50,16
60,8,12.50,17
3,7,10.94,18
8,7,10.94,19
9,7,10.94,20
11,7,10.94,21
12,7,10.94,22
29,7,10.94,23
35,7,10.94,24
44,7,10.94,25
52,7,10.94,26
53,7,10.94,27
55,7,10.94,28
4,6,9.38,29
6,6,9.38,30
16,6,9.38,31
18,6,9.38,32
32,6,9.38,33
42,6,9.38,34
59,6,9.38,35
62,6,9.38,36
63,6,9.38,37
0,5,7.81,38
19,5,7.81,39
22,5,7.81,40
34,5,7.81,41
40,5,7.81,42
41,5,7.81,43
51,5,7.81,44
58,5,7.81,45
61,5,7.81,46
2,4,6.25,47
7,4,6.25,48
14,4,6.25,49
21,4,6.25,50
45,4,6.25,51
46,4,6.25,52
48,4,6.25,53
1,3,4.69,54
5,3,4.69,55
13,3,4.69,56
25,3,4.69,57
27,3,4.69,58
47,3,4.69,59
56,3,4.69,60
26,2,3.12,61
39,2,3.12,62
20,1,1.56,63
49,0,0.00,64
