Expert_ID,Token_Count,Percentage,Rank
32,7,10.94,1
45,7,10.94,2
41,6,9.38,3
46,6,9.38,4
50,6,9.38,5
11,5,7.81,6
54,5,7.81,7
58,5,7.81,8
0,4,6.25,9
7,4,6.25,10
40,4,6.25,11
43,4,6.25,12
3,3,4.69,13
4,3,4.69,14
5,3,4.69,15
8,3,4.69,16
21,3,4.69,17
56,3,4.69,18
62,3,4.69,19
1,2,3.12,20
6,2,3.12,21
13,2,3.12,22
15,2,3.12,23
22,2,3.12,24
24,2,3.12,25
27,2,3.12,26
29,2,3.12,27
34,2,3.12,28
37,2,3.12,29
39,2,3.12,30
42,2,3.12,31
52,2,3.12,32
2,1,1.56,33
9,1,1.56,34
12,1,1.56,35
14,1,1.56,36
16,1,1.56,37
17,1,1.56,38
18,1,1.56,39
28,1,1.56,40
33,1,1.56,41
36,1,1.56,42
44,1,1.56,43
49,1,1.56,44
51,1,1.56,45
53,1,1.56,46
59,1,1.56,47
60,1,1.56,48
61,1,1.56,49
63,1,1.56,50
10,0,0.00,51
19,0,0.00,52
20,0,0.00,53
23,0,0.00,54
25,0,0.00,55
26,0,0.00,56
30,0,0.00,57
31,0,0.00,58
35,0,0.00,59
38,0,0.00,60
47,0,0.00,61
48,0,0.00,62
55,0,0.00,63
57,0,0.00,64
