Expert_ID,Token_Count,Percentage,Rank
62,134,6.54,1
45,129,6.30,2
0,118,5.76,3
20,111,5.42,4
7,95,4.64,5
4,94,4.59,6
39,93,4.54,7
48,91,4.44,8
58,87,4.25,9
34,85,4.15,10
14,84,4.10,11
36,82,4.00,12
11,80,3.91,13
17,80,3.91,14
35,79,3.86,15
55,79,3.86,16
18,78,3.81,17
33,78,3.81,18
54,76,3.71,19
2,72,3.52,20
19,72,3.52,21
25,71,3.47,22
32,71,3.47,23
59,70,3.42,24
61,70,3.42,25
9,69,3.37,26
12,69,3.37,27
22,68,3.32,28
16,66,3.22,29
46,66,3.22,30
40,64,3.12,31
47,64,3.12,32
63,64,3.12,33
13,63,3.08,34
41,63,3.08,35
31,62,3.03,36
60,61,2.98,37
24,60,2.93,38
29,60,2.93,39
30,59,2.88,40
52,59,2.88,41
42,57,2.78,42
26,56,2.73,43
28,54,2.64,44
38,53,2.59,45
49,53,2.59,46
37,50,2.44,47
53,49,2.39,48
44,48,2.34,49
57,48,2.34,50
43,45,2.20,51
51,44,2.15,52
15,40,1.95,53
6,39,1.90,54
21,38,1.86,55
10,34,1.66,56
1,32,1.56,57
3,31,1.51,58
8,28,1.37,59
23,28,1.37,60
27,25,1.22,61
50,25,1.22,62
5,20,0.98,63
56,3,0.15,64
