Expert_ID,Token_Count,Percentage,Rank
30,5,7.81,1
36,4,6.25,2
27,3,4.69,3
38,3,4.69,4
47,3,4.69,5
9,2,3.12,6
17,2,3.12,7
18,2,3.12,8
37,2,3.12,9
40,2,3.12,10
42,2,3.12,11
44,2,3.12,12
52,2,3.12,13
54,2,3.12,14
59,2,3.12,15
2,1,1.56,16
3,1,1.56,17
4,1,1.56,18
5,1,1.56,19
6,1,1.56,20
8,1,1.56,21
11,1,1.56,22
19,1,1.56,23
20,1,1.56,24
23,1,1.56,25
25,1,1.56,26
26,1,1.56,27
29,1,1.56,28
39,1,1.56,29
41,1,1.56,30
43,1,1.56,31
46,1,1.56,32
48,1,1.56,33
49,1,1.56,34
50,1,1.56,35
51,1,1.56,36
53,1,1.56,37
55,1,1.56,38
60,1,1.56,39
61,1,1.56,40
63,1,1.56,41
0,0,0.00,42
1,0,0.00,43
7,0,0.00,44
10,0,0.00,45
12,0,0.00,46
13,0,0.00,47
14,0,0.00,48
15,0,0.00,49
16,0,0.00,50
21,0,0.00,51
22,0,0.00,52
24,0,0.00,53
28,0,0.00,54
31,0,0.00,55
32,0,0.00,56
33,0,0.00,57
34,0,0.00,58
35,0,0.00,59
45,0,0.00,60
56,0,0.00,61
57,0,0.00,62
58,0,0.00,63
62,0,0.00,64
