Expert_ID,Token_Count,Percentage,Rank
35,15,23.44,1
15,13,20.31,2
41,12,18.75,3
28,11,17.19,4
37,11,17.19,5
38,10,15.62,6
62,10,15.62,7
7,9,14.06,8
14,9,14.06,9
51,9,14.06,10
16,8,12.50,11
20,8,12.50,12
33,8,12.50,13
34,8,12.50,14
48,8,12.50,15
50,8,12.50,16
54,8,12.50,17
3,7,10.94,18
12,7,10.94,19
19,7,10.94,20
22,7,10.94,21
42,7,10.94,22
61,7,10.94,23
5,6,9.38,24
9,6,9.38,25
11,6,9.38,26
21,6,9.38,27
25,6,9.38,28
30,6,9.38,29
44,6,9.38,30
60,6,9.38,31
0,5,7.81,32
1,5,7.81,33
2,5,7.81,34
6,5,7.81,35
8,5,7.81,36
17,5,7.81,37
26,5,7.81,38
32,5,7.81,39
43,5,7.81,40
52,5,7.81,41
53,5,7.81,42
57,5,7.81,43
59,5,7.81,44
63,5,7.81,45
4,4,6.25,46
18,4,6.25,47
31,4,6.25,48
36,4,6.25,49
39,4,6.25,50
40,4,6.25,51
49,4,6.25,52
56,4,6.25,53
10,3,4.69,54
13,3,4.69,55
23,3,4.69,56
24,3,4.69,57
27,3,4.69,58
45,3,4.69,59
46,3,4.69,60
55,3,4.69,61
29,1,1.56,62
47,1,1.56,63
58,1,1.56,64
