Expert_ID,Token_Count,Percentage,Rank
55,306,14.94,1
13,282,13.77,2
17,265,12.94,3
29,265,12.94,4
42,259,12.65,5
39,256,12.50,6
11,245,11.96,7
52,244,11.91,8
54,240,11.72,9
45,239,11.67,10
6,234,11.43,11
21,233,11.38,12
31,230,11.23,13
43,227,11.08,14
61,226,11.04,15
3,222,10.84,16
56,219,10.69,17
57,219,10.69,18
22,217,10.60,19
26,216,10.55,20
16,214,10.45,21
12,212,10.35,22
2,210,10.25,23
47,210,10.25,24
32,208,10.16,25
49,208,10.16,26
59,207,10.11,27
23,205,10.01,28
36,202,9.86,29
40,198,9.67,30
62,198,9.67,31
14,197,9.62,32
33,195,9.52,33
15,190,9.28,34
7,189,9.23,35
50,188,9.18,36
25,183,8.94,37
34,183,8.94,38
35,182,8.89,39
30,181,8.84,40
18,177,8.64,41
63,177,8.64,42
1,175,8.54,43
10,174,8.50,44
60,174,8.50,45
48,167,8.15,46
38,164,8.01,47
37,163,7.96,48
53,160,7.81,49
4,159,7.76,50
41,158,7.71,51
46,154,7.52,52
19,152,7.42,53
51,148,7.23,54
8,144,7.03,55
24,143,6.98,56
44,143,6.98,57
0,140,6.84,58
20,128,6.25,59
5,125,6.10,60
27,120,5.86,61
28,91,4.44,62
58,83,4.05,63
9,65,3.17,64
