Expert_ID,Token_Count,Percentage,Rank
6,14,21.88,1
37,14,21.88,2
39,12,18.75,3
53,12,18.75,4
19,11,17.19,5
24,11,17.19,6
48,10,15.62,7
49,10,15.62,8
17,9,14.06,9
25,9,14.06,10
31,9,14.06,11
36,9,14.06,12
40,9,14.06,13
63,9,14.06,14
1,8,12.50,15
23,8,12.50,16
30,8,12.50,17
42,8,12.50,18
56,8,12.50,19
0,7,10.94,20
13,7,10.94,21
20,7,10.94,22
34,7,10.94,23
35,7,10.94,24
54,7,10.94,25
60,7,10.94,26
2,6,9.38,27
7,6,9.38,28
10,6,9.38,29
11,6,9.38,30
22,6,9.38,31
33,6,9.38,32
4,5,7.81,33
5,5,7.81,34
8,5,7.81,35
9,5,7.81,36
41,5,7.81,37
44,5,7.81,38
47,5,7.81,39
50,5,7.81,40
55,5,7.81,41
57,5,7.81,42
12,4,6.25,43
14,4,6.25,44
16,4,6.25,45
18,4,6.25,46
29,4,6.25,47
38,4,6.25,48
45,4,6.25,49
51,4,6.25,50
59,4,6.25,51
15,3,4.69,52
27,3,4.69,53
28,3,4.69,54
43,3,4.69,55
32,2,3.12,56
46,2,3.12,57
52,2,3.12,58
58,2,3.12,59
62,2,3.12,60
21,1,1.56,61
26,1,1.56,62
61,1,1.56,63
3,0,0.00,64
