Expert_ID,Token_Count,Percentage,Rank
23,6,9.38,1
6,5,7.81,2
3,4,6.25,3
27,4,6.25,4
2,3,4.69,5
58,3,4.69,6
7,2,3.12,7
17,2,3.12,8
18,2,3.12,9
33,2,3.12,10
42,2,3.12,11
47,2,3.12,12
52,2,3.12,13
55,2,3.12,14
60,2,3.12,15
1,1,1.56,16
9,1,1.56,17
11,1,1.56,18
12,1,1.56,19
24,1,1.56,20
25,1,1.56,21
26,1,1.56,22
29,1,1.56,23
30,1,1.56,24
36,1,1.56,25
37,1,1.56,26
40,1,1.56,27
41,1,1.56,28
43,1,1.56,29
44,1,1.56,30
46,1,1.56,31
48,1,1.56,32
51,1,1.56,33
53,1,1.56,34
59,1,1.56,35
63,1,1.56,36
0,0,0.00,37
4,0,0.00,38
5,0,0.00,39
8,0,0.00,40
10,0,0.00,41
13,0,0.00,42
14,0,0.00,43
15,0,0.00,44
16,0,0.00,45
19,0,0.00,46
20,0,0.00,47
21,0,0.00,48
22,0,0.00,49
28,0,0.00,50
31,0,0.00,51
32,0,0.00,52
34,0,0.00,53
35,0,0.00,54
38,0,0.00,55
39,0,0.00,56
45,0,0.00,57
49,0,0.00,58
50,0,0.00,59
54,0,0.00,60
56,0,0.00,61
57,0,0.00,62
61,0,0.00,63
62,0,0.00,64
