Expert_ID,Token_Count,Percentage,Rank
62,84,4.10,1
54,60,2.93,2
28,59,2.88,3
19,57,2.78,4
5,55,2.69,5
0,54,2.64,6
61,54,2.64,7
49,52,2.54,8
25,50,2.44,9
34,49,2.39,10
57,48,2.34,11
2,46,2.25,12
58,46,2.25,13
59,46,2.25,14
16,40,1.95,15
52,39,1.90,16
6,38,1.86,17
38,38,1.86,18
51,38,1.86,19
1,37,1.81,20
4,36,1.76,21
17,36,1.76,22
36,36,1.76,23
13,35,1.71,24
32,35,1.71,25
46,34,1.66,26
9,33,1.61,27
35,33,1.61,28
12,32,1.56,29
14,32,1.56,30
29,32,1.56,31
27,31,1.51,32
44,31,1.51,33
55,31,1.51,34
56,31,1.51,35
23,30,1.46,36
26,29,1.42,37
39,29,1.42,38
21,28,1.37,39
47,26,1.27,40
40,25,1.22,41
43,25,1.22,42
3,24,1.17,43
10,24,1.17,44
11,24,1.17,45
37,24,1.17,46
48,24,1.17,47
8,23,1.12,48
20,23,1.12,49
50,23,1.12,50
31,22,1.07,51
45,20,0.98,52
15,19,0.93,53
42,19,0.93,54
53,19,0.93,55
18,18,0.88,56
30,15,0.73,57
60,15,0.73,58
22,14,0.68,59
7,7,0.34,60
24,7,0.34,61
41,3,0.15,62
63,1,0.05,63
33,0,0.00,64
