Expert_ID,Token_Count,Percentage,Rank
16,280,13.67,1
9,275,13.43,2
1,252,12.30,3
32,248,12.11,4
49,248,12.11,5
55,245,11.96,6
19,244,11.91,7
59,240,11.72,8
43,233,11.38,9
61,233,11.38,10
29,227,11.08,11
44,223,10.89,12
12,222,10.84,13
4,221,10.79,14
17,221,10.79,15
57,221,10.79,16
45,216,10.55,17
10,213,10.40,18
25,213,10.40,19
52,206,10.06,20
46,204,9.96,21
2,203,9.91,22
13,203,9.91,23
58,203,9.91,24
39,201,9.81,25
14,200,9.77,26
23,200,9.77,27
50,198,9.67,28
20,195,9.52,29
35,195,9.52,30
30,194,9.47,31
31,194,9.47,32
34,193,9.42,33
26,191,9.33,34
54,191,9.33,35
3,189,9.23,36
18,189,9.23,37
38,184,8.98,38
62,184,8.98,39
21,182,8.89,40
28,182,8.89,41
53,180,8.79,42
36,177,8.64,43
56,177,8.64,44
42,175,8.54,45
11,174,8.50,46
40,174,8.50,47
24,172,8.40,48
0,170,8.30,49
47,170,8.30,50
6,169,8.25,51
60,169,8.25,52
48,167,8.15,53
51,167,8.15,54
22,166,8.11,55
37,163,7.96,56
7,157,7.67,57
15,157,7.67,58
27,156,7.62,59
5,152,7.42,60
8,145,7.08,61
33,70,3.42,62
41,70,3.42,63
63,55,2.69,64
